row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
holiday-extras-airport-parking__price_from__dup3,Airport Parking,holiday-extras-airport-parking,"Holiday Extras Airport Parking: Prices, Fare Types and What the Voucher Is Worth",https://compare100.com/holiday-extras-airport-parking/,price_from,Heathrow entry price,£11.33 a day; £90.62 for a week (11 September 2026),11.33,,,GBP_per_day,,own_review,2026-09-11,false,high,current,
holiday-extras-airport-parking__refund_fee,Airport Parking,holiday-extras-airport-parking,"Holiday Extras Airport Parking: Prices, Fare Types and What the Voucher Is Worth",https://compare100.com/holiday-extras-airport-parking/,,Refund fee,£10 processing fee on any voucher converted to cash,,,,,,own_review,2026-09-11,false,high,current,
holiday-extras-airport-parking__insurance_arm,Airport Parking,holiday-extras-airport-parking,"Holiday Extras Airport Parking: Prices, Fare Types and What the Voucher Is Worth",https://compare100.com/holiday-extras-airport-parking/,,Insurance arm,"Holiday Extras Cover Limited, 05058680, FCA firm reference 828848",,,,,,own_review,2026-09-11,false,high,current,
hostelling-international-hostels__network_size,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,network_size,Network size,"Over 2,300 hostels; HI's own pages give 57 and 58 member associations",,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__members,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,,Members,More than 2.63 million worldwide,,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__trading_since,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,trading_since,Founded,"Federation 1932; first youth hostel Altena, 1914; renamed Hostelling International 2006",,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__legal_entity,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,legal_entity,Legal entity,"International Youth Hostel Federation, company 02250706, registered charity 1117014",,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__registered_office,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,registered_office,Registered office,"7 Bell Yard, London WC2A 2JR; incorporated 3 May 1988",,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__quality_programme,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,,Quality programme,"HI-Q&S, audited externally every three years, used in 32 associations and over 400 hostels",,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__uk_membership,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,,UK membership,"YHA £20 a year (26+), £10 (16–25); Hostelling Scotland £15 a year (26+), £6 (25 and under), £150 life",20,,,GBP,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__member_discount,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,,Member discount,"10% off every YHA booking made at yha.org.uk, plus a further 5% for under-26s",10,,,percent,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__cancellation,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,cancellation,Free cancellation,At least 24 hours before an assumed 18:00 local arrival time,,,,,,own_review,2026-09-05,false,high,current,
hostelling-international-hostels__membership_term,Hostels,hostelling-international-hostels,"Hostelling International Hostels: Membership, Booking Terms and What HI Actually Runs",https://compare100.com/hostelling-international-hostels/,,Membership term,12 months from the date of purchase; non-refundable and non-transferable after activation,,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__trading_since,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,trading_since,Founded,"1999, headquartered in Dublin",,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__listed,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Listed,"London Stock Exchange main market, 2 November 2015 at 185p (about £176.8m)",176800000,,,GBP,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__properties,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Properties,"Around 17,000 hostels across 180+ countries",,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__guest_reviews,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Guest reviews,"13.7 million, from booked-and-stayed guests only",,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__deposit,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,deposit,Deposit at booking,"About 12–15% of the total, per Hostelworld's own guide",15,,,percent,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__effective_commission_rate,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Effective commission rate,17.7% in H1 2026 (15.8% in H1 2025),17.7,,,percent,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__average_booking_value,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Average booking value,€14.90 net in H1 2026 (€13.43 in 2025),,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__cancellation,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,cancellation,Standard cancellation deadline,Normally at least 24 hours before check-in; individual hostels set their own,,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__booking_guarantee,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Booking Guarantee,Deposit refunded as credit plus US$50; claim within 48 hours; credit valid 6 months,,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__best_price_claim_window,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,,Best price claim window,24 hours from booking; paid by bank transfer up to 14 days after checkout,,,,,,own_review,2026-09-05,false,medium,current,
hostelworld-hostels__legal_entity,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,legal_entity,Contracting company,"Hostelworld.com Limited, 8 Harcourt Street, Dublin 2, D02 AF58",,,,,,own_review,2026-09-05,false,high,current,
hostelworld-hostels__legal_entity__dup2,Hostels,hostelworld-hostels,"Hostelworld Review: The Deposit, the Balance and What You Pay at the Door",https://compare100.com/hostelworld-hostels/,legal_entity,Group company,"Hostelworld Group plc, company 09818705, registered in Birmingham B3 3AX",,,,,,own_review,2026-09-05,false,high,current,
laterooms-hotel-deals__price_from,Hotels,laterooms-hotel-deals,LateRooms Hotel Deals,https://compare100.com/laterooms-hotel-deals/,price_from,Cheapest advertised London room,"£34 a night — LateRooms' own lead-in price for London, checked 19 September 2026",34,,,GBP,,own_review,2026-09-19,true,high,current,
laterooms-hotel-deals__who_you_are_booking_with,Hotels,laterooms-hotel-deals,LateRooms Hotel Deals,https://compare100.com/laterooms-hotel-deals/,,Who you are booking with,"Snaptrip Group Limited, company 08774859, trading as LateRooms; VAT 201864825; registered LG.03 Cargo Works, 1–2 Hatfields, London SE1 9PG",,,,,,own_review,2026-09-19,false,high,current,
laterooms-hotel-deals__lead_in_prices,Hotels,laterooms-hotel-deals,LateRooms Hotel Deals,https://compare100.com/laterooms-hotel-deals/,,Lead-in prices,"United Kingdom from £18 a night, England from £26, London from £34, City of London from £45, luxury London from £80 — checked 19 September 2026",18,,,GBP,,own_review,2026-09-19,false,high,current,
laterooms-hotel-deals__membership,Hotels,laterooms-hotel-deals,LateRooms Hotel Deals,https://compare100.com/laterooms-hotel-deals/,,Membership,"Free to join; ""save up to 15% on over 100,000 hotels""",15,,,percent,,own_review,2026-09-19,false,medium,current,
laterooms-hotel-deals__price_promise,Hotels,laterooms-hotel-deals,LateRooms Hotel Deals,https://compare100.com/laterooms-hotel-deals/,,Price Promise,"Refunds the difference if the same room is found cheaper elsewhere, claimed within 24 hours of booking",,,,,,own_review,2026-09-19,false,high,current,
pitchup-campsites-and-resorts__legal_entity,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,legal_entity,Company,"Pitchup.com Ltd, company 06636463, incorporated 2 July 2008 as Wikiventure Ltd, renamed 9 May 2014",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__registered_office,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,registered_office,Registered office,"Zeeta House, 200 Upper Richmond Road, Putney, London SW15 2SH",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__trading_since,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,trading_since,Founded / founder,Trading since 2009; founder and director Daniel Yates,,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__sites_listed,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Sites listed,"6,371 on the about page; 5,344 on the media page; 5,648 across 67 countries in the 2026 press release",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__deposit,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,deposit,Deposit,"15% of the booking value, taken by Pitchup at the time of booking, non-refundable",15,,,percent,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__commission,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Commission,"15%, described on the trade pages as “We take a 15% commission on the bookings we send your way”",15,,,percent,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__which_score,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,which_score,Independent rating,"4.8 out of 5 on Feefo from 11,455 verified ratings in the past year (155,362 reviews in total)",,,,,,third_party_rating,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__owner,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,owner,Ownership,Plan A Holdings Limited (16594354) has held 75% or more of shares and votes since 28 July 2025,75,,,percent,,own_review,2026-09-09,false,high,current,
purple-parking-airport-parking__owner,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,owner,Owner,"Holiday Extras Limited (company 01693250), since 2 November 2017",,,,,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__coverage,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,Coverage,"31 UK airports and ports, including Dover and Southampton docks",,,,,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__price_from__dup2,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,price_from,"Gatwick, cheapest park and ride",£4.21 a day / £33.75 for 8 days,4.21,,,GBP_per_day,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__price_from__dup3,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,price_from,"Heathrow, cheapest park and ride",£5.12 a day / £40.95 for 8 days,5.12,,,GBP_per_day,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__meet_and_greet,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,Meet and greet,"From £5.87 a day at Gatwick, £10.63 a day at Heathrow",5.87,,,GBP_per_day,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__car_parks_listed_at_gatwick,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,Car parks listed at Gatwick,"29, of which one is Purple Parking's own",,,,,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__transfer_times,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,Transfer times,3 to 20 minutes at Heathrow; 10 to 15 minutes at Gatwick,,,,,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__no_show_fee,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,No-show fee,"£25 on meet and greet, plus the non-refundable booking fee",25,,,GBP,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__security,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,,Security,"Park Mark, renamed Safer Parking by Police CPI in April 2026",,,,,,own_review,2026-09-07,false,high,current,
purple-parking-airport-parking__complaint_window,Airport Parking,purple-parking-airport-parking,"Purple Parking Review: Prices, Car Parks and the Small Print",https://compare100.com/purple-parking-airport-parking/,complaint_window,Complaints,Online form; the company says 80% of issues close within 21 days,80,,,percent,,own_review,2026-09-07,false,high,current,
samboat-boat-rental__typical_price_for_a_week_s_hire,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,,Typical price for a week's hire,"€2,400 for a monohull sailboat, €4,300 for a catamaran — SamBoat's own averages, boat only, before fuel and skipper",,,,,,own_review,2026-09-19,true,high,current,
samboat-boat-rental__operator,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,operator,Operator,"LACANI SAS, trading as SamBoat, Bordeaux — RCS 799 758 412, share capital €2,030,000",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__owner,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,owner,Owner,"Dream Yacht Group (Belgian company, CBE 0861 876 643); bought SamBoat on 6 November 2018",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__trading_since,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,trading_since,Founded,2014 in Bordeaux by Laurent Calando and Nicolas Cargou,,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__fleet,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,,Fleet,"More than 50,000 boats and 1,400 destinations; 161 boats listed in the United Kingdom",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__owner__dup2,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,owner,Commission from the owner,"20% of the rental, cut to 10% on extras such as paddleboards and snorkelling gear",20,,,percent,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__cancellation,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,cancellation,Default cancellation,"ZEN: 70% back if you cancel 5 days or more ahead, nothing inside 5 days",70,,,percent,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__deposit,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,deposit,Security deposit,"Set by the owner, taken from your card 48 hours before departure",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__deposit__dup2,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,deposit,Deposit handling fee,"5% of the deposit, minimum €100, if SamBoat has to activate it",5,,,percent,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__optional_cover,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,,Optional cover,"Deposit insurance to €5,000 from €30; cancellation insurance to €20,000 from €20",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__insurance_registration,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,,Insurance registration,"ORIAS number 16001576, the French register of insurance intermediaries",,,,,,own_review,2026-09-19,false,high,current,
samboat-boat-rental__governing_law,UK Boating Holidays,samboat-boat-rental,"SamBoat Review: 50,000 Boats, a French Contract and Who Carries the Risk",https://compare100.com/samboat-boat-rental/,,Governing law,French law; terms last updated 4 April 2026,,,,,,own_review,2026-09-19,false,high,current,
trainline-train-tickets__booking_fee_per_transaction,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,,Booking fee per transaction,59p to £2.79 — nothing at all in the Trainline app on the day of travel,,,,,,own_review,2026-09-20,true,high,current,
trainline-train-tickets__who_you_are_buying_from,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,,Who you are buying from,"Trainline.com Limited, company 03846791, incorporated 17 September 1999, at 1 Stonecutter Street, London EC4A 4AH",,,,,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__booking_fee,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,,Booking fee,59p to £2.79 per booking; none in the app on the day of travel; never refundable,,,,,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__delivery,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,delivery,Delivery,Digital tickets free; station collection £2.99; Royal Mail Special Delivery £12.99; no delivery fees at all through the app,2.99,,,GBP,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__refund_fee_trainline_s_own,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,,Refund fee (Trainline's own),"Nothing under £2, then a ladder rising to £5 a ticket on anything costing £7 or more; £10 to refund a Season Ticket",,,,,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__exchange_fee_trainline_s_own,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,,Exchange fee (Trainline's own),"Nothing under £2, rising to £10 a ticket on fares of £15 and above",,,,,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__network_size,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,network_size,Scale,"£6,319m of net ticket sales and £453m of revenue in the year to 28 February 2026; 27 million active customers",,,,,,own_review,2026-09-20,false,high,current,
trainline-train-tickets__complaint_window,Train Tickets,trainline-train-tickets,"Trainline Review: The Booking Fee, the Refund Ladder and Who Pays When You Are Late",https://compare100.com/trainline-train-tickets/,complaint_window,Complaints,"Rail Ombudsman, named in Trainline's own terms; 40 working days with Trainline first, then a decision binding on Trainline",,,,,,own_review,2026-09-20,false,high,current,
about-us__operator,(none),about-us,About Compare100,https://compare100.com/about-us/,operator,Run by,"Andrew King, working since 1991",,,,,,own_review,2026-08-16,false,high,current,
about-us__comparing_providers_since,(none),about-us,About Compare100,https://compare100.com/about-us/,,Comparing providers since,2011,,,,,,own_review,2026-08-16,false,high,current,
about-us__categories_covered,(none),about-us,About Compare100,https://compare100.com/about-us/,,Categories covered,"Around 100, across insurance, money, travel, mobiles, utilities, motoring and shopping",,,,,,own_review,2026-08-16,false,high,current,
branded-beauty-luxe-beauty-deals__deepest_verified_discount,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,,Deepest verified discount,"90% off — L'Oréal Color Riche lipstick at £0.99 against a £9.99 comparison price, checked 17 September 2026",90,,,percent,,own_review,2026-09-17,true,high,current,
branded-beauty-luxe-beauty-deals__legal_entity,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,legal_entity,Trading company,"Branded Beauty Limited, company number 08509792, incorporated 30 April 2013",,,,,,own_review,2026-09-17,false,high,current,
branded-beauty-luxe-beauty-deals__address,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,,Address,"Unit 8 Trafalgar Business Centre, 77–89 River Road, Barking IG11 0JU",,,,,,own_review,2026-09-17,false,high,current,
branded-beauty-luxe-beauty-deals__delivery,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,delivery,Standard delivery,"£2.99 Royal Mail 48, free over £25, 2–4 working days",2.99,,,GBP,,own_review,2026-09-17,false,high,current,
branded-beauty-luxe-beauty-deals__delivery__dup2,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,delivery,Express delivery,"£5.99 Royal Mail 24, 1–3 working days, England, Wales and Scotland only",5.99,,,GBP,,own_review,2026-09-17,false,high,current,
branded-beauty-luxe-beauty-deals__returns,Health and Beauty,branded-beauty-luxe-beauty-deals,Branded Beauty Review: Clearance Prices on High Street Makeup Brands,https://compare100.com/branded-beauty-luxe-beauty-deals/,,Returns,14 days from delivery to request one; item must be unopened and unused,,,,,,own_review,2026-09-17,false,high,current,
breeze-esim-review__legal_entity,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,legal_entity,Operating company,"eSIM Go Limited (12465777), trading as Breeze; retail arm Breezesim Limited (16221665)",,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__registered_office,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,registered_office,Registered office,"First Floor, 18-19 South Bar Street, Banbury, Oxfordshire OX16 9AF",,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__coverage_claimed,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,,Coverage claimed,"190+ countries, 1,200+ networks",,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__plan_sizes,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,,Plan sizes,"1GB to 100GB fixed, plus unlimited and 24-hour day plans",,,,,,own_review,2026-09-06,false,medium,current,
breeze-esim-review__price_from,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,price_from,Entry price,From $3.99; 10GB for 30 days in the USA listed at $13.99,,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__fair_use_limit,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,,Fair use limit,60 consecutive days in any one country,,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__activation_window,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,,Activation window,"12 months from purchase, then the plan expires without refund",,,,,,own_review,2026-09-06,false,high,current,
breeze-esim-review__liability_cap,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,,Liability cap,"£1,000 per incident, £3,000 in any 12 months",1000,,,GBP,,own_review,2026-09-06,false,high,current,
breeze-esim-review__complaint_window,SIM Only,breeze-esim-review,"breeze eSIM Review: Plans, Networks and the Small Print",https://compare100.com/breeze-esim-review/,complaint_window,Complaints,"complaints@breezesim.com, +44 330 320 2064, then an Ofcom-approved adjudicator",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__legal_entity,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,legal_entity,Company,"BUSINESSMOBILES.COM LTD, company 03772025, incorporated 17 May 1999",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__registered_office,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,registered_office,Registered office,"Suite 301, Boundary House, Boston Road, Hanwell, London W7 2QE",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__network_size,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,network_size,Networks sold,"EE, O2, Vodafone and Three — all four UK mobile networks",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__network_size__dup2,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,network_size,Scale claimed,"More than 20,000 business mobile lines; a 15,000 sq ft West London office",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__contract_lengths,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Contract lengths,"12, 24 or 36 months",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__price_from,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,price_from,Entry prices (ex VAT),Business SIM from £1 a month; handsets from £16; mobile broadband from £14,1,,,GBP_per_month,,own_review,2026-09-06,false,high,current,
